"authors","title","complete_ds_ubib","year","fachbereich_ubib","institut_ubib","institut_short","subject_area","genre_ubib","year_ubib","doi","link","oa_status_bib","oa_status_bib_binary","oa_status_bib_true_false","oa_status_manual","oa_status_manual_binary","oa_status_manual_true_false","oa_status_unpaywall_api","license_bib","license_manual","journal_name","publisher"
"Schubert, Anna; Lauterbach, Stefan; Leipe, Christian; Scholz, Vitus; Brauer, Achim; Tarasov, Pavel E.","Anthropogenic and climate controls on vegetation changes between 1500 BCE and 500 CE reconstructed from a high-resolution pollen record from varved sediments of Lake Mondsee, Austria","Palaeogeography, palaeoclimatology, palaeoecology. Amsterdam: Elsevier Science, 559, 2020, Artikel 109976, . 0031-0182.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1016/j.palaeo.2020.109976","http://dx.doi.org/10.1016/j.palaeo.2020.109976",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Palaeogeography, Palaeoclimatology, Palaeoecology","Elsevier"
"Wagner, Mayke; Leipe, Christian; Long, Tengwen; Sergusheva, Elena A.; Tarasov, Pavel E.","Wann das erste Getreide im nördlichen Ostasien domestiziert und verbreitet wurde: die Arbeiten des Jahres 2019 (Projekte ""BAYCHRON"" und ""Bridging Eurasia"")","e-Forschungsberichte des Deutschen Archa?ologischen Instituts. Berlin: DAI, 2020, 1, Seite 65-71, . 2198-7734.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.34780/efb.v0i1.1012","http://nbn-resolving.de/urn:nbn:de:0048-efb.v0i1.1012.3",NA,"no status","no status","gold","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","e-Forschungsberichte des Deutschen Archäologischen Instituts","iDai.publications"
"Scully, J. E. C.; Schenk, P. M.; Castillo-Rogez, J. C.; Buczkowski, D. L.; Williams, D. A.; Pasckert, J. H.; Duarte, K. D.; Romero, V. N.; Quick, L. C.; Sori, M. M.; Landis, M. E.; Raymond, C. A.; Neesemann, Alicia; Schmidt, B. E.; Sizemore, H. G.; Russell, C. T.","The varied sources of faculae-forming brines in Ceres' Occator crater emplaced via hydrothermal brine effusion","Nature communications. London: Nature Publishing Group UK, 11, 2020, 1, Artikel 3680, . 2041-1723.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1038/s41467-020-15973-8","http://dx.doi.org/10.1038/s41467-020-15973-8","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","nature communications","Springer"
"Kalkreuth, W.; Levandowski, J.; Weniger, P.; Krooss, B.; Prissang, René; Da Rosa, A. Lima","Coal characterization and coalbed methane potential of the Chico-Lomí Coalfield, Paraná Basin, Brazil: results from exploration borehole CBM001-CL-RS","Energy exploration & exploitation. Thousand Oaks, CA: Sage Publications, 38, 2020, 5, Seite 1589-1630, . 0144-5987.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1177/0144598720931167","http://dx.doi.org/10.1177/0144598720931167","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Energy Exploration & Exploitation","Sage"
"Klenner, Fabian; Postberg, Frank; Hillier, Jon; Khawaja, Nozair; Reviol, René; Stolz, Ferdinand; Cable, Morgan L.; Abel, Bernd; Nölle, Lenz","Analog experiments for the identification of trace biosignatures in ice grains from extraterrestrial ocean worlds","Astrobiology. New York, NY: Liebert, 20, 2020, 2, Seite 179-189, . 1531-1074.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1089/ast.2019.2065","http://dx.doi.org/10.1089/ast.2019.2065","Open Access bronze","open","TRUE","closed","closed","FALSE","FALSE","NA","no CC license","Astrobiology","Mary Ann Liebert"
"Stickle, Angela M.; Bruck Syal, Megan; Cheng, Andy F.; Collins, Gareth S.; Davison, Thomas M.; Gisler, Galen; Güldemeister, Nicole; Heberling, Tamra; Luther, Robert; Michel, Patrick; Miller, Paul; Owen, J. Michael; Rainey, Emma S.G.; Rivkin, Andrew S.; Rosch, Thomas; Wünnemann, Kai","Benchmarking impact hydrocodes in the strength regime: implications for modeling deflection by a kinetic impactor","Icarus. Amsterdam: Elsevier, 338, 2020, Artikel 113446, . 0019-1035.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1016/j.icarus.2019.113446","http://dx.doi.org/10.1016/j.icarus.2019.113446","Open Access green","open","TRUE","green","open","TRUE","TRUE","NA","no CC license","Icarus","Elsevier"
"Matteoni, Pietro; Mitri, Giuseppe; Poggiali, Valerio; Mastrogiuseppe, Marco","Geomorphological analysis of the southwestern margin of Xanadu, Titan: insights on tectonics","Journal of geophysical research / Planets. Hoboken, NJ: Wiley, 125, 2020, 12, Artikel e2020JE006407, . 2169-9097.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1029/2020je006407","http://dx.doi.org/10.1029/2020JE006407",NA,"no status","no status","bronze","closed","FALSE","FALSE","© american geophysical union","no CC license","Journal of Geophysical Research: Planets","Wiley"
"Taubner, Ruth-Sophie; Olsson-Francis, Karen; Vance, Steven D.; Ramkissoon, Nisha K.; Postberg, Frank; Vera, Jean-Pierre de; Antunes, André; Camprubi Casas, Eloi; Sekine, Yasuhito; Noack, Lena; Barge, Laura; Goodman, Jason; Jebbar, Mohamed; Journaux, Baptiste; Karatekin, Özgür; Klenner, Fabian; Rabbow, Elke; Rettberg, Petra; Rückriemen-Bez, Tina; Saur, Joachim; Shibuya, Takazo; Soderlund, Krista M.","Experimental and simulation efforts in the astrobiological exploration of exooceans","Space science reviews. Dordrecht: Springer Science + Business Media B.V., 216, 2020, 1, Artikel 9, . 0038-6308.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1007/s11214-020-0635-5","http://dx.doi.org/10.1007/s11214-020-0635-5","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Space Science Reviews","Springer"
"Bishop, Janice L.; Gross, Christoph; Danielsen, Jacob; Parente, Mario; Murchie, Scott L.; Horgan, Briony; Wray, James J.; Viviano, Christina; Seelos, Frank P.","Multiple mineral horizons in layered outcrops at Mawrth Vallis, Mars, signify changing geochemical environments on early Mars","Icarus. Amsterdam: Elsevier, 341, 2020, Artikel 113634, . 0019-1035.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1016/j.icarus.2020.113634","http://dx.doi.org/10.1016/j.icarus.2020.113634","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Icarus","Elsevier"
"Preiner, Martina; Asche, Silke; Becker, Sidney; Betts, Holly C.; Boniface, Adrien; Camprubi, Eloi; Chandru, Kuhan; Erastova, Valentina; Garg, Sriram G.; Khawaja, Nozair; Kostyrka, Gladys; Machné, Rainer; Moggioli, Giacomo; Muchowska, Kamila B.; Neukirchen, Sinje; Peter, Benedikt; Pichlhöfer, Edith; Radványi, Ádám; Rossetto, Daniele; Salditt, Annalena; Schmelling, Nicolas M.; Sousa, Filipa L.; Tria, Fernando D. K.; Vörös, Dániel; Xavier, Joana C.","The future of origin of life research: bridging decades-old divisions","Life. Basel: MDPI, 10, 2020, 3, Artikel 20, . 2075-1729.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.3390/life10030020","http://dx.doi.org/10.3390/life10030020","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Life","MDPI"
"Klenner, Fabian; Postberg, Frank; Hillier, Jon; Khawaja, Nozair; Cable, Morgan L.; Abel, Bernd; Kempf, Sascha; Glein, Christopher R.; Lunine, Jonathan I.; Hodyss, Robert; Reviol, René; Stolz, Ferdinand","Discriminating abiotic and biotic fingerprints of amino acids and fatty acids in ice grains relevant to ocean worlds","Astrobiology. New York, NY: Liebert, 20, 2020, 10, Seite 1168-1184, . 1531-1074.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1089/ast.2019.2188","http://dx.doi.org/10.1089/ast.2019.2188",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Astrobiology","Mary Ann Liebert"
"Heyer, T.; Raack, J.; Hiesinger, H.; Jaumann, R.","Dust devil triggering of slope streaks on Mars","Icarus. Amsterdam: Elsevier, 351, 2020, Artikel 113951, . 0019-1035.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1016/j.icarus.2020.113951","http://dx.doi.org/10.1016/j.icarus.2020.113951",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Icarus","Elsevier"
"Hao, J.; Michael, G. G.; Adeli, S.; Jaumann, R.; Portyankina, G.; Hauber, E.; Millot, C.; Zuschneid, W.","Variability of spider spatial configuration at the Martian south pole","Planetary and space science. Kidlington: Elsevier Science, 185, 2020, Artikel 104848, . 0032-0633.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1016/j.pss.2020.104848","http://dx.doi.org/10.1016/j.pss.2020.104848",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Planetary and Space Science","Elsevier"
"Lorda, Laurence; Canalias, Elisabet; Martin, Thierry; Garmier, Romain; Moussi, Aurélie; Biele, Jens; Jaumann, Ralf; Bibring, Jean-Pierre; Grott, Matthias; Auster, Hans-Ulrich; Ho, Tra-Mi; Krause, Christian; Maibaum, Michael; Cozzoni, Barbara; Ulamec, Stephan; Wolff, Friederike; Tsuda, Yuichi; Okada, Tatsuaki; Mimasu, Yuya","The process for the selection of MASCOT landing site on Ryugu: design, execution and results","Planetary and space science. Kidlington: Elsevier Science, 194, 2020, Artikel 105086, . 0032-0633.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1016/j.pss.2020.105086","http://dx.doi.org/10.1016/j.pss.2020.105086",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Planetary and Space Science","Elsevier"
"Krohn, K.; Gathen, I. von der; Buczkowski, D. L.; Jaumann, R.; Wickhusen, K.; Schulzeck, F.; Stephan, K.; Wagner, R.; Scully, J. E. C.; Raymond, C. A.; Russell, C. T.","Fracture geometry and statistics of Ceres' floor fractures","Planetary and space science. Kidlington: Elsevier Science, 187, 2020, Artikel 104955, . 0032-0633.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1016/j.pss.2020.104955","http://dx.doi.org/10.1016/j.pss.2020.104955","Open Access green","open","TRUE","green","open","TRUE","TRUE","NA","no CC license","Planetary and Space Science","Elsevier"
"Wahl, D.; Wieczorek, M. A.; Wünnemann, Kai; Oberst, J.","Crustal porosity of lunar impact basins","Journal of geophysical research / Planets. Hoboken, NJ: Wiley, 125, 2020, 4, Artikel e2019JE006335, . 2169-9097.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1029/2019je006335","http://dx.doi.org/10.1029/2019JE006335","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Journal of Geophysical Research: Planets","Wiley"
"Schenk, P.; Scully, J.; Buczkowski, D.; Sizemore, H.; Schmidt, B.; Pieters, C.; Neesemann, Alicia; O'Brien, D.; Marchi, S.; Williams, D.; Nathues, A.; De Sanctis, M.; Tosi, F.; Russell, C. T.; Castillo-Rogez, J.; Raymond, C.","Impact heat driven volatile redistribution at Occator crater on Ceres as a comparative planetary process","Nature communications. London: Nature Publishing Group UK, 11, 2020, 1, Artikel 3679, . 2041-1723.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1038/s41467-020-17184-7","http://dx.doi.org/10.1038/s41467-020-17184-7","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","nature communications","Springer"
"Neumann, Wladimir; Jaumann, Ralf; Castillo-Rogez, Julie; Raymond, Carol A.; Russell, Christopher T.","Ceres' partial differentiation: undifferentiated crust mixing with a water-rich mantle","Astronomy & astrophysics. Les Ulis: EDP Sciences, 633, 2020, Artikel A117 (27 Seiten), . 0004-6361.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1051/0004-6361/201936607","http://dx.doi.org/10.1051/0004-6361/201936607","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Astronomy & Astrophysics","EDP Sciences"
"Liu, Tiantian; Michael, Greg; Wünnemann, Kai; Becker, Harry; Oberst, Jürgen","Lunar megaregolith mixing by impacts: spatial diffusion of basin melt and its implications for sample interpretation","Icarus. Amsterdam: Elsevier, 339, 2020, Artikel 113609, . 0019-1035.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1016/j.icarus.2019.113609","http://dx.doi.org/10.1016/j.icarus.2019.113609",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Icarus","Elsevier"
"Sager, Christof; Airo, Alessandro; Arens, Felix L.; Rabethge, Carolin; Schulze-Makuch, Dirk","New types of boulder accumulations in the hyper-arid Atacama Desert","Geomorphology. Amsterdam: Elsevier Science, 350, 2020, Artikel 106897, . 0169-555X.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1016/j.geomorph.2019.106897","http://dx.doi.org/10.1016/j.geomorph.2019.106897","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Geomorphology","Elsevier"
"Stephan, Katrin; Hibbitts, Charles A.; Jaumann, Ralf","H2O-ice particle size variations across Ganymede's and Callisto's surface","Icarus. Amsterdam: Elsevier, 337, 2020, Artikel 113440, . 0019-1035.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung","journal article",2020,"10.1016/j.icarus.2019.113440","http://dx.doi.org/10.1016/j.icarus.2019.113440",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Icarus","Elsevier"
"Incel, Sarah; Labrousse, Loïc; Hilairet, Nadège; John, Timm; Gasc, Julien; Shi, Feng; Wang, Yanbin; Andersen, Torgeir B.; Renard, François; Jamtveit, Bjørn; Schubnel, Alexandre","Reaction-induced embrittlement of the lower continental crust","Geology. Boulder, Colo.: Geological Society of America, 47, 2019, 3, Seite 235-238, . 0091-7613.",2019,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2019,"10.1130/g45527.1","http://dx.doi.org/10.1130/G45527.1",NA,"no status","no status","bronze","closed","FALSE","FALSE","NA","no CC license","Geology","GeoScienceWorld"
"Müller, Inigo A.; Rodriguez-Blanco, Juan D.; Storck, Julian-Christopher; Santilli do Nascimento, Gabriela; Bontognali, Tomaso R. R.; Vasconcelos, Crisogono; Benning, Liane G.; Bernasconi, Stefano M.","Calibration of the oxygen and clumped isotope thermometers for (proto-)dolomite based on synthetic and natural carbonates","Chemical geology. New York, NY: Elsevier, 525, 2019, Seite 1-17, . 0009-2541.",2019,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2019,"10.1016/j.chemgeo.2019.07.014","http://dx.doi.org/10.1016/j.chemgeo.2019.07.014","Open Access green","open","TRUE","green","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Chemical Geology","Elsevier"
"Roszjar, J.; Whitehouse, M. J.; Terada, K.; Fukuda, K.; John, Timm; Bischoff, A.; Morishita, Y.; Hiyagon, H.","Chemical, microstructural and chronological record of phosphates in the Ksar Ghilane 002 enriched shergottite","Geochimica et cosmochimica acta. New York, NY: Elsevier Science, 245, 2019, Seite 385-405, . 0016-7037.",2019,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2019,"10.1016/j.gca.2018.11.015","http://dx.doi.org/10.1016/j.gca.2018.11.015",NA,"no status","no status","green","open","TRUE","TRUE","NA","no CC license","Geochimica et Cosmochimica Acta","Elsevier"
"Scott, James M.; Smith, Steven A. F.; Tarling, Matthew S.; Le Roux, Petrus J.; Harris, Chris; Hoffmann, J. Elis; Scherzer, Sophie; Tulley, Chris J.","Element and Sr-O isotope redistribution across a plate boundary-scale crustal serpentinite mélange shear zone, and implications for the slab-mantle interface","Earth and planetary science letters. Amsterdam: Elsevier, 522, 2019, Seite 198-209, . 0012-821X.",2019,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2019,"10.1016/j.epsl.2019.06.034","http://dx.doi.org/10.1016/j.epsl.2019.06.034",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Earth and Planetary Science Letters","Elsevier"
