"authors","title","complete_ds_ubib","year","fachbereich_ubib","institut_ubib","institut_short","subject_area","genre_ubib","year_ubib","doi","link","oa_status_bib","oa_status_bib_binary","oa_status_bib_true_false","oa_status_manual","oa_status_manual_binary","oa_status_manual_true_false","oa_status_unpaywall_api","license_bib","license_manual","journal_name","publisher"
"Huyghe, P.; Bernet, M.; Galy, A.; Naylor, M.; Cruz, J.; Gyawali, B. R.; Gemignani, Lorenzo; Mugnier, J-L.","Rapid exhumation since at least 13 Ma in the Himalaya recorded by detrital apatite fission-track dating of Bengal fan (IODP Expedition 354) and modern Himalayan river sediments","Earth and planetary science letters. Amsterdam: Elsevier, 534, 2020, Artikel 116078, . 0012-821X.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.1016/j.epsl.2020.116078","http://dx.doi.org/10.1016/j.epsl.2020.116078","Open Access bronze","open","TRUE","green","open","TRUE","TRUE","NA","no CC license","Earth and Planetary Science Letters","Elsevier"
"Saltogianni, Vasso; Mouslopoulou, Vasiliki; Oncken, Onno; Nicol, Andrew; Gianniou, Michail; Mertikas, Stelios","Elastic fault interactions and earthquake rupture along the Southern Hellenic subduction plate interface zone in Greece","Geophysical research letters. Hoboken, NJ: Wiley, 47, 2020, 13, Artikel e2019GL086604, . 0094-8276.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.1029/2019gl086604","http://dx.doi.org/10.1029/2019GL086604","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Geophysical Research Letters","Wiley"
"Kempf, Philipp; Moernaut, Jasper; Daele, Maarten van; Pino, Mario; Urrutia, Roberto; De Batist, Marc","Paleotsunami record of the past 4300?years in the complex coastal lake system of Lake Cucao, Chiloé Island, south central Chile","Sedimentary geology. Amsterdam: Elsevier, 401, 2020, Artikel 105644, . 0037-0738.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.1016/j.sedgeo.2020.105644","http://dx.doi.org/10.1016/j.sedgeo.2020.105644","Open Access green","open","TRUE","green","open","TRUE","TRUE","NA","no CC license","Sedimentary Geology","Elsevier"
"Govin, Gwladys; Beek, Peter van der; Najman, Yani; Millar, Ian; Gemignani, Lorenzo; Huyghe, Pascale; Dupont-Nivet, Guillaume; Bernet, Matthias; Mark, Chris; Wijbrans, Jan","Early onset and late acceleration of rapid exhumation in the Namche Barwa syntaxis, eastern Himalaya","Geology. Boulder, Colo.: Geological Society of America, 48, 2020, 12, Seite 1139-1143, . 0091-7613.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.1130/g47720.1","http://dx.doi.org/10.1130/G47720.1","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Geology","GEOScienceWorld"
"Schmid, Stefan M.; Fügenschuh, Bernhard; Kounov, Alexandre; Ma?enco, Liviu; Nievergelt, Peter; Oberhänsli, Roland; Pleuger, Jan; Schefer, Senecio; Schuster, Ralf; Tomljenovi?, Bruno; Ustaszewski, Kamil; Hinsbergen, Douwe J.J. van","Tectonic units of the Alpine collision zone between Eastern Alps and western Turkey","Gondwana research. Amsterdam: Elsevier, 78, 2020, Seite 308-374, . 1342-937X.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.1016/j.gr.2019.07.005","http://dx.doi.org/10.1016/j.gr.2019.07.005","Open Access green","open","TRUE","bronze","closed","FALSE","FALSE","© 2019 international association for gondwana research","no CC license","Gondwana Research","Elsevier"
"Huang, Xiaoxia; Betzler, Christian; Wu, Shiguo; Bernhardt, Anne; Eagles, Graeme; Han, Xiaohui; Hovland, Martin","First documentation of seismic stratigraphy and depositional signatures of Zhongsha atoll (Macclesfield Bank), South China Sea","Marine and petroleum geology. Amsterdam: Elsevier Science, 117, 2020, Artikel 104349, . 0264-8172.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.1016/j.marpetgeo.2020.104349","http://dx.doi.org/10.1016/j.marpetgeo.2020.104349","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Marine and Petroleum Geology","Elsevier"
"Sun, Xilin; Kuiper, K. F.; Tian, Yuntao; Li, Chang'an; Gemignani, Lorenzo; Zhang, Zengjie; Wijbrans, J. R.","Impact of hydraulic sorting and weathering on mica provenance studies: an example from the Yangtze River","Chemical geology. New York, NY: Elsevier, 532, 2020, Artikel 119359, . 0009-2541.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.1016/j.chemgeo.2019.119359","http://dx.doi.org/10.1016/j.chemgeo.2019.119359",NA,"no status","no status","green","open","TRUE","TRUE","NA","no CC license","Chemical Geology","Elsevier"
"Peña, Carlos; Heidbach, Oliver; Moreno, Marcos; Bedford, Jonathan; Ziegler, Moritz; Tassara, Andrés; Oncken, Onno","Impact of power-law rheology on the viscoelastic relaxation pattern and afterslip distribution following the 2010 Mw 8.8 Maule earthquake","Earth and planetary science letters. Amsterdam: Elsevier, 542, 2020, Artikel 116292, . 0012-821X.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.1016/j.epsl.2020.116292","http://dx.doi.org/10.1016/j.epsl.2020.116292",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Earth and Planetary Science Letters","Elsevier"
"Reid, Catherine; Begg, John; Mouslopoulou, Vasiliki; Oncken, Onno; Nicol, Andrew; Kufner, Sofia-Katerina","Using a calibrated upper living position of marine biota to calculate coseismic uplift: a case study of the 2016 Kaik?ura earthquake, New Zealand","Earth surface dynamics. Göttingen: Copernicus Publications, 8, 2020, 2, Seite 351-366, . 2196-632X.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.5194/esurf-8-351-2020","http://dx.doi.org/10.5194/esurf-8-351-2020","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Earth Surface Dynamics","Copernicus"
"Pingel, Heiko; Strecker, Manfred R.; Mulch, Andreas; Alonso, Ricardo N.; Cottle, John; Rohrmann, Alexander","Late Cenozoic topographic evolution of the Eastern Cordillera and Puna Plateau margin in the southern Central Andes (NW Argentina)","Earth and planetary science letters. Amsterdam: Elsevier, 535, 2020, Artikel 116112, . 0012-821X.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.1016/j.epsl.2020.116112","http://dx.doi.org/10.1016/j.epsl.2020.116112",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Earth and Planetary Science Letters","Elsevier"
"Mouslopoulou, Vasiliki; Bocchini, Gian Maria; Cesca, Simone; Saltogianni, Vasso; Bedford, Jonathan; Petersen, Gesa; Gianniou, Michael; Oncken, Onno","Earthquake swarms, slow slip and fault interactions at the western?end of the Hellenic subduction system precede the Mw 6.9 Zakynthos earthquake, Greece","Geochemistry, geophysics, geosystems. Hoboken, NJ: Wiley, 21, 2020, 12, Artikel e2020GC009243, . 1525-2027.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2020,"10.1029/2020gc009243","http://dx.doi.org/10.1029/2020GC009243","Open Access green","open","TRUE","bronze","closed","FALSE","FALSE","© american geophysical union","no CC license","Geochemistry, Geophysics, Geosystems","Wiley"
"K?l?ç, Tu?bay; Kartal, Recai F.; Kadirio?lu, Filiz T.; Bohnhoff, Marco; Nurlu, Murat; Acarel, Di?dem; Garzon, Patricia Martínez; Dresen, Georg; Özsarac, Vedat; Malin, Peter E.","Geophysical Borehole Observatory at the North Anatolian Fault in the Eastern Sea of Marmara (GONAF): initial results","Journal of seismology. Dordrecht: Springer Science + Business Media B.V., 24, 2020, Seite 375-395, . 1383-4649.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1007/s10950-020-09907-6","http://dx.doi.org/10.1007/s10950-020-09907-6",NA,"no status","no status","bronze","closed","FALSE","FALSE","NA","no CC license","Journal of Seismology","Springer"
"Wang, Kelin; Huang, Taizi; Tilmann, Frederik; Peacock, Simon M.; Lange, Dietrich","Role of serpentinized mantle wedge in affecting megathrust seismogenic behavior in the area of the 2010 M?=?8.8 Maule earthquake","Geophysical research letters. Hoboken, NJ: Wiley, 47, 2020, 22, Artikel e2020GL090482, . 0094-8276.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1029/2020gl090482","http://dx.doi.org/10.1029/2020GL090482","Open Access green","open","TRUE","bronze","closed","FALSE","FALSE","©2020. her majesty the queen in right of canada. reproduced with the per- mission of the minister of natural resources canada.","no CC license","Geophysical Research Letters","Wiley"
"Schurr, B.; Moreno, M.; Tréhu, A. M.; Bedford, J.; Kummerow, Jörn; Li, S.; Oncken, Onno","Forming a Mogi doughnut in the years prior to and immediately before the 2014 M8.1 Iquique, Northern Chile, earthquake","Geophysical research letters. Hoboken, NJ: Wiley, 47, 2020, 16, Artikel e2020GL088351, . 0094-8276.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1029/2020gl088351","http://dx.doi.org/10.1029/2020GL088351","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Geophysical Research Letters","Wiley"
"Bentz, Stephan; Kwiatek, Grzegorz; Martínez?Garzón, Patricia; Bohnhoff, Marco; Dresen, Georg","Seismic moment evolution during hydraulic stimulations","Geophysical research letters. Hoboken, NJ: Wiley, 47, 2020, 5, Artikel e2019GL086185, . 0094-8276.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1029/2019gl086185","http://dx.doi.org/10.1029/2019GL086185","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Geophysical Research Letters","Wiley"
"Münchmeyer, Jannes; Bindi, Dino; Sippl, Christian; Leser, Ulf; Tilmann, Frederik","Low uncertainty multifeature magnitude estimation with 3-D corrections and boosting tree regression: application to North Chile","Geophysical journal international. Oxford: Blackwell, 220, 2020, 1, Seite 142-159, . 0956-540X.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1093/gji/ggz416","http://dx.doi.org/10.1093/gji/ggz416","Open Access green","open","TRUE","bronze","closed","FALSE","FALSE","© the authors","no CC license","Geophysical Journal International","Oxford University Press"
"Green, Robert G.; Sens?Schönfelder, Christoph; Shapiro, Nikolai; Koulakov, Ivan; Tilmann, Frederik; Dreiling, Jennifer; Luehr, Birger; Jakovlev, Andrey; Abkadyrov, Ilyas; Droznin, Dima; Gordeev, Evgeny","Magmatic and sedimentary structure beneath the Klyuchevskoy volcanic group, Kamchatka, from ambient noise tomography","Journal of geophysical research / Solid earth. Hoboken, NJ: Wiley, 125, 2020, 3, Artikel e2019JB018900, . 2169-9313.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1029/2019jb018900","http://dx.doi.org/10.1029/2019JB018900","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Journal of Geophysical Research: Solid Earth","Wiley"
"Johann, Lisa; Shapiro, Serge A.","Understanding vectorial migration patterns of wastewater-induced earthquakes in the United States","The bulletin of the Seismological Society of America. El Cerito, Calif.: Seismological Society of America, 110, 2020, 5, Seite 2295-2307, . 0037-1106.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1785/0120200064","http://dx.doi.org/10.1785/0120200064",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Bulletin of the Seismological Society of America","GeoScienceWorld"
"Dreiling, Jennifer; Tilmann, Frederik; Yuan, Xiaohui; Haberland, Christian; Seneviratne, S. W. Mahinda","Crustal structure of Sri Lanka derived from joint inversion of surface wave dispersion and receiver functions using a Bayesian approach","Journal of geophysical research / Solid earth. Hoboken, NJ: Wiley, 125, 2020, 5, Artikel e2019JB018688, . 2169-9313.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1029/2019jb018688","http://dx.doi.org/10.1029/2019JB018688","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Journal of Geophysical Research: Solid Earth","Wiley"
"Wang, Lei; Dresen, Georg; Rybacki, Erik; Bonnelye, Audrey; Bohnhoff, Marco","Pressure-dependent bulk compressibility of a porous granular material modeled by improved contact mechanics and micromechanical approaches: effects of surface roughness of grains","Acta materialia. Amsterdam: Elsevier Science, 188, 2020, Seite 259-272, . 1359-6454.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1016/j.actamat.2020.01.063","http://dx.doi.org/10.1016/j.actamat.2020.01.063","Open Access green","open","TRUE","green","open","TRUE","TRUE","NA","no CC license","Acta Materialia","Elsevier"
"Dyskin, Arcady V.; Pasternak, Elena; Shapiro, Sergey A.","Fracture mechanics approach to the problem of subsidence induced by resource extraction","Engineering fracture mechanics. Kidlington: Elsevier Science, 236, 2020, Artikel 107173, . 0013-7944.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1016/j.engfracmech.2020.107173","http://dx.doi.org/10.1016/j.engfracmech.2020.107173",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Engineering Fracture Mechanics","Elsevier"
"Abakumov, Ivan; Röser, Aurelian; Shapiro, Serge A.","Arrival-time picking uncertainty: theoretical estimations and their application to microseismic data","Geophysics. Tulsa, Okla.: SEG, Society of Exploration Geophysicists, 85, 2020, 4, Seite U65-U76, . 0016-8033.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1190/geo2019-0589.1","http://dx.doi.org/10.1190/geo2019-0589.1",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Geophysics","GeoScienceWorld"
"Shapiro, Serge A.; Dinske, Carsten","On stress drop, cohesion and seismogenic index of fluid-induced seismicity","Earth and space science open archive. Washington, DC: American Geophysical Union, 2020, 04.01., 22 Seiten, .",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1002/essoar.10501558.1","http://dx.doi.org/10.1002/essoar.10501558.1",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Rock Mechanics and Rock Engineering","Springer"
"Martínez-Garzón, Patricia; Heidbach, Oliver; Bohnhoff, Marco","Contemporary stress and strain field in the Mediterranean from stress inversion of focal mechanisms and GPS data","Tectonophysics. Amsterdam: Elsevier, 774, 2020, Artikel 228286, . 0040-1951.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1016/j.tecto.2019.228286","http://dx.doi.org/10.1016/j.tecto.2019.228286","Open Access bronze","open","TRUE","closed","closed","FALSE","FALSE","NA","no CC license","Tectonophysics","Elsevier"
"Tilmann, Frederik J.; Sadeghisorkhani, H.; Mauerberger, A.","Another look at the treatment of data uncertainty in Markov chain Monte Carlo inversion and other probabilistic methods","Geophysical journal international. Oxford: Blackwell, 222, 2020, 1, Seite 388-405, . 0956-540X.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik","journal article",2020,"10.1093/gji/ggaa168","http://dx.doi.org/10.1093/gji/ggaa168","Open Access green","open","TRUE","green","open","TRUE","TRUE","NA","no CC license","Geophysical Journal International","Oxford University Press"
"Schwamborn, Georg; Hartmann, Kai; Wünnemann, Bernd; Rösler, Wolfgang; Wefer-Roehl, Annette; Pross, Jörg; Schlöffel, Marlen; Kobe, Franziska; Tarasov, Pavel E.; Berke, Melissa A.; Diekmann, Bernhard","Sediment history mirrors Pleistocene aridification in the Gobi Desert (Ejina Basin, NW China)","Solid earth. Go?ttingen: Copernicus Publications, 11, 2020, 4, Seite 1375-1398, . 1869-9529.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.5194/se-11-1375-2020","http://dx.doi.org/10.5194/se-11-1375-2020","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Solid Earth","Copernicus"
"Kostrova, Svetlana S.; Meyer, Hanno; Fernandoy, Francisco; Werner, Martin; Tarasov, Pavel E.","Moisture origin and stable isotope characteristics of precipitation in southeast Siberia","Hydrological processes. New York, NY: Wiley, 34, 2020, 1, Seite 51-67, . 0885-6087.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1002/hyp.13571","http://dx.doi.org/10.1002/hyp.13571","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Hydrological Processes","Wiley"
"Keupp, Helmut; Fuchs, Dirk","Enigmabelus n.?gen: (Enigmabelitidae n.f.), an Early Jurassic (Late Pliensbachian) belemnite with an outstanding rostrum morphology","Neues Jahrbuch für Geologie und Paläontologie / Abhandlungen. Stuttgart: Schweizerbart, 298, 2020, 1, Seite 55-66, . 0077-7749.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1127/njgpa/2020/0933","http://dx.doi.org/10.1127/njgpa/2020/0933",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Neues Jahrbuch für Geologie und Paläontologie","Schweizerbart"
"Maletz, Jörg; Ahlberg, Per","Graptolite biostratigraphy of the Ordovician Almelund and Sularp Shale formations of the Fågelsång-3 drill core, Scania, Sweden","GFF : journal of the Geological Society of Sweden. Abingdon: Taylor & Francis Group, 142, 2020, 1, Seite 33-51, . 1103-5897.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1080/11035897.2019.1621370","http://dx.doi.org/10.1080/11035897.2019.1621370",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","GFF","Taylor & Francis"
"Syvitski, Jaia; Waters, Colin N.; Day, John; Milliman, John D.; Summerhayes, Colin; Steffen, Will; Zalasiewicz, Jan; Cearreta, Alejandro; Ga?uszka, Agnieszka; Hajdas, Irka; Head, Martin J.; Leinfelder, Reinhold; McNeill, J. R.; Poirier, Clément; Rose, Neil L.; Shotyk, William; Wagreich, Michael; Williams, Mark","Extraordinary human energy consumption and resultant geological impacts beginning around 1950 CE initiated the proposed Anthropocene Epoch","Communications earth & environment. London: Springer Nature, 1, 2020, 1, Artikel 32, . 2662-4435.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1038/s43247-020-00029-y","http://dx.doi.org/10.1038/s43247-020-00029-y","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Communications earth & environment","Springer"
"Li, Furong; Gaillard, Marie-José; Cao, Xianyong; Herzschuh, Ulrike; Sugita, Shinya; Tarasov, Pavel E.; Wagner, Mayke; Xu, Qinghai; Ni, Jian; Wang, Weiming; Zhao, Yan; An, Chengbang; Beusen, A. H. W.; Chen, Fahu; Feng, Zhaodong; Klein Goldewijk, C. G. M.; Huang, Xiaozhong; Li, Yuecong; Li, Yu; Liu, Hongyan; Sun, Aizhi; Yao, Yifeng; Zheng, Zhuo; Jia, Xin","Towards quantification of Holocene anthropogenic land-cover change in temperate China: a review in the light of pollen-based REVEALS reconstructions of regional plant cover","Earth-science reviews. Amsterdam: Elsevier, 203, 2020, Artikel 103119, . 0012-8252.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1016/j.earscirev.2020.103119","http://dx.doi.org/10.1016/j.earscirev.2020.103119","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Earth -Science Reviews","Elsevier"
"Leipe, Christian; Long, Tengwen; Wagner, Mayke; Goslar, Tomasz; Tarasov, Pavel E.","The spread of rice to Japan: insights from Bayesian analysis of direct radiocarbon dates and population dynamics in East Asia","Quaternary science reviews. Oxford: Elsevier, 244, 2020, Artikel 106507, . 0277-3791.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1016/j.quascirev.2020.106507","http://dx.doi.org/10.1016/j.quascirev.2020.106507","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Quaternary Science Reviews","Elsevier"
"Harding, P.; Bezrukova, E. V.; Kostrova, S. S.; Lacey, J. H.; Leng, M. J.; Meyer, H.; Pavlova, L. A.; Shchetnikov, A.; Shtenberg, M. V.; Tarasov, Pavel E.; Mackay, A. W.","Hydrological (in)stability in Southern Siberia during the Younger Dryas and early Holocene","Global and planetary change. Amsterdam: Elsevier Science, 195, 2020, Artikel 103333, . 0921-8181.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1016/j.gloplacha.2020.103333","http://dx.doi.org/10.1016/j.gloplacha.2020.103333","Open Access green","open","TRUE","green","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Global and Planetary Change","Elsevier"
"Wertmann, Patrick; Chen, Xinyong; Li, Xiao; Xu, Dongliang; Tarasov, Pavel E.; Wagner, Mayke","New evidence for ball games in Eurasia from ca: 3000-year-old Yanghai tombs in the Turfan depression of Northwest China","Journal of archaeological science reports. Amsterdam: Elsevier, 34, 2020, Part B, Artikel 102576, . 2352-409X.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1016/j.jasrep.2020.102576","http://dx.doi.org/10.1016/j.jasrep.2020.102576","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Journal of Archaeological Science: Reports","Elsevier"
"Schmidt, Theresa; Kramell, Annemarie Elisabeth; Oehler, Florian; Kluge, Ralph; Demske, Dieter; Tarasov, Pavel E.; Csuk, René","Identification and quantification of cannabinol as a biomarker for local hemp retting in an ancient sedimentary record by HPTLC-ESI-MS","Analytical and bioanalytical chemistry. Berlin: Springer, 412, 2020, 11, Seite 2633-2644, . 1618-2642.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1007/s00216-020-02492-0","http://dx.doi.org/10.1007/s00216-020-02492-0","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Analytical and Bioanalytical Chemistry","Springer"
"Hoffmann, R.; Stevens, K.; Keupp, Helmut; Simonsen, S.; Schweigert, G.","Regurgitalites - a window into the trophic ecology of fossil cephalopods","Journal of the Geological Society. London: Geological Society, 177, 2020, 1, Seite 82-102, . 0016-7649.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1144/jgs2019-117","http://dx.doi.org/10.1144/jgs2019-117",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Journal of the Geological Society","GeoScienceWorld"
"Leipe, Christian; Kuramochi, Shunsuke; Wagner, Mayke; Tarasov, Pavel E.","Ritual practices and social organisation at the Middle Yayoi culture settlement site of Maenakanishi, eastern Japan","Archaeological and anthropological sciences. Berlin: Springer, 12, 2020, 7, Artikel 134, . 1866-9557.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1007/s12520-020-01098-y","http://dx.doi.org/10.1007/s12520-020-01098-y","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Archaeological and Anthropological Sciences","Springer"
"Andreev, Andrei A.; Tarasov, Pavel E.; Wennrich, Volker; Melles, Martin","Millennial-scale vegetation history of the north-eastern Russian Arctic during the mid-Pliocene inferred from the Lake El'gygytgyn pollen record","Global and planetary change. Amsterdam: Elsevier Science, 186, 2020, Artikel 103111, . 0921-8181.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1016/j.gloplacha.2019.103111","http://dx.doi.org/10.1016/j.gloplacha.2019.103111","Open Access bronze","open","TRUE","green","open","TRUE","TRUE","NA","no CC license","Global and Planetary Change","Elsevier"
"Pankova, Svetlana V.; Long, Tengwen; Leipe, Christian; Tarasov, Pavel E.; Wagner, Mayke","Oglachty, Russland: Die Menschen von Oglachty in Südsibirien: welchen Platz hatten sie in der Geschichte Eurasiens im frühen ersten Jahrtausend n: Chr.? : Die Arbeiten des Jahres 2019 (Projekte ""Silk Road Fashion"" und ""BAYCHRON"")","e-Forschungsberichte des Deutschen Archa?ologischen Instituts. Berlin: DAI, 2020, 2, Seite 66-80, . 2198-7734.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.34780/efb.v0i2.1011","https://nbn-resolving.org/urn:nbn:de:0048-efb.v0i2.1011.2",NA,"no status","no status","gold","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","e-Forschungsberichte des Deutschen Archäologischen Instituts","iDai.publications"
"Kobe, Franziska; Bezrukova, Elena V.; Leipe, Christian; Shchetnikov, Alexander A.; Goslar, Tomasz; Wagner, Mayke; Kostrova, Svetlana S.; Tarasov, Pavel E.","Holocene vegetation and climate history in Baikal Siberia reconstructed from pollen records and its implications for archaeology","Archaeological research in Asia. Amsterdam: Elsevier, 23, 2020, Artikel 100209, . 2352-2267.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1016/j.ara.2020.100209","http://dx.doi.org/10.1016/j.ara.2020.100209","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Archaeological Research in Asia","Elsevier"
"Fuchs, Dirk; Keupp, Helmut; Klug, Christian","A critical review of Antarcticeras Doguzhaeva, 2017 - teuthid affinities can explain the poorly mineralized phragmocone","Historical biology. London: Taylor & Francis, 32, 2020, 1, Seite 49-54, . 0891-2963.",2020,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie","journal article",2020,"10.1080/08912963.2018.1467905","http://dx.doi.org/10.1080/08912963.2018.1467905",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Historical Biology","Taylor & Francis"
