"complete_ds_ubib","authors","title","pid","link","genre_ubib","genre_manual","year","year_ubib","fachbereich_ubib","institut_ubib","institut_short","subject_area","oa_status_bib","oa_status_bib_binary","oa_status_bib_true_false","oa_status_manual","oa_status_manual_binary","oa_status_manual_true_false","oa_status_unpaywall_api","license_bib","license_manual","publisher","journal_name"
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 1967, .""","Kneissl, T.; Schmedemann, N.; Neesemann, A.; Williams, D. A.; Crown, D. A.; Mest, S. C.; Buczkowski, D. L.; Scully, J. E. C.; Frigeri, A.; Ruesch, O.; Hiesinger, H.; Walter, S. H. G.; Jaumann, R.; Roatsch, T.; Preusker, F.; Kersten, E.; Naß, A.; Nathues, A.; Platz, T.; Hoffmann, M.; Schaefer, M.; De Sanctis, M. C.; Raymond, C. A.; Russell, C. T.","geologic mapping of the ac-h-3 dantu quadrangle of ceres from nasa's dawn mission",NA,"https://www.hou.usra.edu/meetings/lpsc2016/pdf/1967.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-10455, . 1607-7962.""","Rüsch, Ottaviano; McFadden, Lucy A.; Hiesinger, Harald; Scully, Jennifer; Kneissl, Thomas; Hughson, Kynan; Williams, David A.; Roatsch, Thomas; Platz, Thomas; Preusker, Frank; Schmedemann, Nico; Marchi, Simone; Jaumann, Ralf; Nathues, Andreas; Raymond, Carol A.; Russell, Christopher T.","geologic mapping of the ac-h-1 quadrangle of ceres from nasa's dawn mission",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-10455.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-13328, . 1607-7962.""","Wagner, Roland J.; Schmedemann, Nico; Stephan, Katrin; Jaumann, Ralf; Kneissl, Thomas; Neesemann, Adrian; Krohn, Katrin; Otto, Katharina; Preusker, Frank; Kersten, Elke; Roatsch, Thomas; Hiesinger, Harald; Williams, David A.; Yingst, Aileen; Crown, David A.; Mest, Scott C.; Raymond, Carol A.; Russell, Christopher T.","global, regional and local stratigraphy of dwarf planet (1) ceres: results from geologic and topographic mapping using images of the dawn camera",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-13328.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 1556, .""","Hughson, K. H. G.; Russell, C. T.; Williams, D. A.; Buczkowski, D. L.; Mest, S. C.; Scully, J. E. C.; Kneissl, T.; Ruesch, O.; Frigeri, A.; Combe, J.-P.; Jaumann, R.; Roatsch, T.; Preusker, F.; Platz, T.; Nathues, A.; Hoffmann, M.; Schaefer, M.; Park, R.; Marchi, S.; Raymond, C. A.","geologic mapping of the ac-h-5 fejokoo quadrangle of ceres from nasa's dawn mission",NA,"https://www.hou.usra.edu/meetings/lpsc2016/pdf/1556.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 2279, .""","Ruesch, O.; Platz, T.; Schenk, P.; McFadden, L. A.; Castillo-Rogez, J. C.; Byrne, S.; Preusker, F.; O'Brien, D. P.; Schmedemann, N.; Williams, D. A.; Li, J.-Y.; Bland, M. T.; Hiesinger, H.; Sykes, M. V.; Kneissl, T.; Neesemann, A.; Schaefer, M.; Nathues, A.; Roatsch, T.; Pasckert, J. H.; Schmidt, B.; Hoffmann, M.; Buczkowski, D. L.; Raymond, C. A.; Russell, C. T.","ahuna mons: a geologically-young extrusive dome on ceres",NA,"https://www.hou.usra.edu/meetings/lpsc2016/pdf/2279.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-7749, . 1607-7962.""","Kneissl, Thomas; Schmedemann, Nico; Neesemann, Adrian; Williams, David A.; Crown, David A.; Mest, Scott C.; Buczkowski, Debra L.; Scully, J. E.; Frigeri, Allessandro; Ruesch, Ottaviano; Hiesinger, Harald; Walter, Sebastian H. G.; Jaumann, Ralf; Roatsch, Thomas; Preusker, Frank; Kersten, Elke; Naß, Andrea; Nathues, Andreas; Platz, Thomas; Russell, Christopher T.","geological mapping of the ac-h-3 dantu quadrangle of ceres from nasa's dawn mission",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-7749.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-12696, . 1607-7962.""","Salese, Francesco; Di Achille, Gaetano; Neesemann, Adrian; Ori, Gian Gabriele; Hauber, Ernst","sedimentology and hydrology of a well-preserved paleoriver systems with a series of dam-breach paleolakes at moa valles, mars.",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-12696.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 1455, .""","Jaumann, R.; Stephan, K.; Krohn, K.; Matz, K.-D.; Otto, K.; Neumann, W.; Kneissl, T.; Schmedemann, N.; Schroeder, S.; Tosi, F.; De Sanctis, M. C.; Preusker, F.; Buczkowski, D.; Capacioni, F.; Carsenty, U.; Elgner, S.; Gathen, I. von der ; Giebner, T.; Hiesinger, H.; Hoffmann, M.; Kersten, E.; Li, J.-Y.; McCord, T. B.; McFadden, L.; Mottola, S.; Nathues, A.; Neesemann, A.; Raymond, C.; Roatsch, T.; Russell, C. T.; Schmidt, B.; Schulzeck, F.; Wagner, R.; Williams, D. A.","age-dependent morphological and compositional variations on ceres",NA,"https://www.hou.usra.edu/meetings/lpsc2016/pdf/1455.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 2308, .""","Platz, T.; Nathues, A.; Schaefer, M.; Schenk, P.; Kneissl, T.; Hoffmann, M.; Schmedemann, N.; Hiesinger, H.; Sykes, M. V.; Raymond, C. A.; Russell, C. T.","impact cratering on ceres: the simple-to-complex transition",NA,"https://www.hou.usra.edu/meetings/lpsc2016/pdf/2308.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 6460, .""","Otto, K. A.; Jaumann, R.; Krohn, K.; Buczkowski, D. L.; Gathen, I. von der; Kersten, E.; Mest, S. C.; Naß, A.; Neesemann, A.; Preusker, F.; Roatsch, T.; Schröder, S. E.; Schulzeck, F.; Scully, J. E. C.; Stephan, K.; Wagner, R.; Williams, D. A.; Raymond, C. A.; Russell, C. T.","polygonal impact craters on ceres: morphology and distribution",NA,"https://elib.dlr.de/108798/1/6460.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 1522, .""","Williams, D. A.; Mest, S. C.; Kneissl, T.; Pasckert, J. H.; Hiesinger, H.; Schmedemann, N.; Neesemann, A.; Buczkowski, D. L.; Scully, J. E. C.; Marchi, S.; Schenk, P.; Jaumann, R.; Roatsch, T.; Preusker, F.; Nathues, A.; Schaefer, M.; Hoffmann, M.; Raymond, C. A.; Russell, C. T.","geological mapping of the ac-h-7 kerwan quadrangle of ceres from nasa dawn mission",NA,"https://elib.dlr.de/110224/1/1522.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 2495, .""","Krasilnikov, S. S.; Basilevsky, A. T.; Demidov, N. E.; Artemieva, N. A.; Mall, U.; Keller, H. U.; Skorov, Y. V.; Hviid, S. F.; Michael, G.","crater-like features on the surface of nucleus of the comet 67p churyumov-gerasimenko",NA,"https://www.hou.usra.edu/meetings/lpsc2016/pdf/2495.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-8737, . 1607-7962.""","Otto, Katharina A.; Jaumann, Ralf; Krohn, Katrin; Buczkowski, Debra L.; Gathen, Isabel von der; Kersten, Elke; Mest, Scott C.; Naß, Andrea; Neesemann, Adrian; Preusker, Frank; Roatsch, Thomas; Schröder, Stefan E.; Schulzeck, Franziska; Scully, Jennifer E. C.; Stephan, Katrin; Wagner, Roland; Williams, David A.; Raymond, Carol A.; Russell, Christopher T.","characteristics of polygonal craters on (1) ceres",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-8737.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 1787, .""","Yingst, R. A.; Crown, D. A.; Sizemore, H. G.; Mest, S. C.; Berman, D. C.; Platz, T.; Schmedemann, N.; Wagner, R.; Preusker, F.; Nathues, A.; Hoffman, M.; Schaefer, M.","urvara and yalode basins: stratigraphic markers in the geologic record of ceres",NA,"https://www.hou.usra.edu/meetings/lpsc2016/pdf/1787.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-9681, . 1607-7962.""","Hao, Jingyan; Gasselt, Stephan van","observation and assessment of seasonal change, cavi angusti, mars",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-9681.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Abstract EGU2016-10639-1, . 1607-7962.""","Schreiner, Björn; Gasselt, Stephan van; Muller, Jan-Peter","analysis of dark slope streaks on mars based on multitemporal hrsc data",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-10639.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 1627, .""","Scully, J. E. C.; Raymond, C. A.; Williams, D. A.; Buczkowski, D. L.; Mest, S. C.; Hughson, K.; Russell, C. T.; Kneissl, T.; Ruesch, O.; Frigeri, A.; Combe, J.-P.; Jaumann, R.; Roatsch, T.; Preusker, F.; Platz, T.; Nathues, A.; Hoffmann, M.; Schaefer, M.; Park, R.","geologic mapping of the ac-h-4 ezinu quadrangle of ceres from nasa's dawn mission",NA,"https://www.hou.usra.edu/meetings/lpsc2016/pdf/1627.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-12693, . 1607-7962.""","Schröder, Stefan; Carsenty, Uri; Neesemann, Adrian; McFadden, Lucy; Marchi, Simone; Otto, Katharina; Schenk, Paul; Jaumann, Ralf; Raymond, Carol; Russell, Chris","boulders on ceres",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-12693.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 1610, .""","Weitz, C. M.; Bishop, J. L.; Tornabene, L. L.; Mest, S. C.; Grant, J. A.; Gross, C.; Rodriguez, J. A. P.","disrupted hydrated deposits in southeastern noctis labyrinthus: possible displaced subsurface materials from oudemans crater?",NA,"https://www.hou.usra.edu/meetings/lpsc2016/pdf/1610.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 1493, .""","Otto, K. A.; Jaumann, R.; Krohn, K.; Buczkowski, D. L.; Gathen, I. von der; Kersten, E.; Mest, S. C.; Naß, A.; Neesemann, A.; Preusker, F.; Roatsch, T.; Schröder, S. E.; Schulzeck, F.; Scully, J. E. C.; Stephan, K.; Wagner, R.; Williams, D. A.; Raymond, C. A.; Russell, C. T.","origin and distribution of polygonal craters on (1) ceres",NA,"https://www.hou.usra.edu/meetings/lpsc2016/pdf/1493.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 7021, .""","Nass, A.; Gasselt, S. van; Hargitai, H.; Hare, T.; Manaud, N.; Karachevtseva, I.; Kersten, E.; Roatsch, T.; Wählisch, M.; Kereszturi, A.","planetary cartography as integral discipline in planetary sciences: from planetary mapping to map production",NA,"https://www.hou.usra.edu/meetings/pgm2016/pdf/7021.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-13951, . 1607-7962.""","Dumke, Alexander","mro ctx-based digital terrain models",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-13951.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-9627, . 1607-7962.""","Gasselt, Stephan van; Kim, Jungrack; Baik, Hyun-Seob","euripus mons - landform evolution and climate constraints in promethei terra",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-9627.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 7018, .""","Scully, J. E. C.; Buczkowski, D. L.; Williams, D. A.; Mest, S. C.; Raymond, C. A.; Combe, J.-P.; Neesemann, A.; Pasckert, J. H.; Hughson, K.; Kneissl, T.; Ruesch, O.; Frigeri, A.; Russell, C. T.; Nass, A.; Ermakov, A.; Jaumann, R.; Hoffmann, M.; Nathues, A.; Park, R.; Pieters, C. M.; Platz, T.; Preusker, F.; Roatsch, T.; Schaefer, M.","geologic history of the ezinu quadrangle of ceres, derived from a geologic map based on data from the dawn mission",NA,"https://www.hou.usra.edu/meetings/pgm2016/pdf/7018.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 6462, .""","Bishop, J. L.; Gross, C.; Tirsch, D.; Tornabene, L. L.; Carter, J.; Erkeling, G.","impacts on mars: excavation and/or hydrothermal alteration","2016LPICo1921.6462B","https://ui.adsabs.harvard.edu/abs/2016LPICo1921.6462B/abstract","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-8161, . 1607-7962.""","Williams, David; Mest, Scott; Kneissl, Thomas; Pasckert, Jan Hendrik; Hiesinger, Harald; Neesemann, Adrian; Schmedemann, Nico; Buczkowski, Debra; Scully, Jennifer; Marchi, Simone; Schenk, Paul; Jaumann, Ralf; Roatsch, Thomas; Preusker, Frank; Nathues, Andreas; Schaefer, Michael; Hoffmann, Martin; Raymond, Carol; Russell, Christopher","geological mapping of the ac-h-7 kerwan quadrangle of ceres from nasa dawn mission",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-8161.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""Geophysical research abstracts. Katlenburg-Lindau: European Geophysical Society, 18, 2016, Seite EGU2016-7204-3, . 1607-7962.""","Pasckert, Jan Hendrik; Hiesinger, Harald; Williams, David; Crown, David; Mest, Scott; Buczkowski, Debra; Scully, Jennifer; Schmedemann, Nico; Jaumann, Ralf; Roatsch, Thomas; Preusker, Frank; Naß, Andrea; Nathues, Andreas; Hoffmann, Martin; Schäfer, Michael; De Sanctis, Maria Cristina; Raymond, Carol; Russell, Christopher","geological mapping of the ac-h-2 coniraya quadrangle of ceres from nasa's dawn mission",NA,"https://meetingorganizer.copernicus.org/EGU2016/EGU2016-7204.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by 3.0","cc-by",NA,NA
"""The SAO/NASA astrophysics data system. Cambridge, MA: Harvard-Smithsonian Center for Astrophysics, 2016, Abstract 2271, .""","Frigeri, A.; De Sanctis, M. C.; Ammannito, E.; Carrozzo, G.; Williams, D.; Mest, S.; Buczkowski, D.; Preusker, F.; Jaumann, R.; Roatsch, T.; Scully, J.; Kneissl, T.; Raymond, C. A.; Russell, C. T.","geologic mapping of the ac-h-08 nawish quadrangle of ceres from nasa's dawn mission",NA,"https://elib.dlr.de/110259/1/2271.pdf","Z","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""American Astronomical Society: Bulletin of the American Astronomical Society. Washington, DC: American Astronomical Society, 48, 2016, 7, Seite 260, .""","Schreiner, Björn Peter; Walter, Sebastian; Muller, Jan-Peter; Sidiropoulos, Panagiotis","analysis of dark slope streaks on mars based on multitemporal imagery and digital elevation model derived from hrsc data",NA,"https://aas.org/sites/default/files/2020-02/dps-epsc-abstract-book-final.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""American Astronomical Society: Bulletin of the American Astronomical Society. Washington, DC: American Astronomical Society, 48, 2016, 7, Seite 259, .""","Muller, Jan-Peter; Sidiropoulos, Panagiotis; Tao, Yu; Gwinner, Klaus; Willner, Konrad; Fanara, Lida; Waehlisch, Marita; Walter, Sebastian; Schreiner, Björn; Steikert, Ralf; Ivanov, Anton B.; Cantini, Federico; Wardlaw, Jessica; Sprinks, James Christopher; Giordano, Michele; Kim, Jungrack; Houghton, Robert; Bamford, Steven","eu-fp7-imars: analysis of mars multi-resolution images using auto-coregistration, data-mining and crowd source techniques: a status report",NA,"https://aas.org/sites/default/files/2020-02/dps-epsc-abstract-book-final.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""American Astronomical Society: Bulletin of the American Astronomical Society. Washington, DC: American Astronomical Society, 48, 2016, 7, Seite 178, .""","Schmedemann, Nico; Otto, Katharina; Schulzeck, Franziska; Krohn, Katrin; Gathen, Isabell von der; Kneissl, Thomas; Neesemann, Adrian; Jaumann, Ralf; Raymond, Carol; Russell, Christopher T.","crater ejecta deposition on ceres",NA,"https://aas.org/sites/default/files/2020-02/dps-epsc-abstract-book-final.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""American Astronomical Society: Bulletin of the American Astronomical Society. Washington, DC: American Astronomical Society, 48, 2016, 7, Seite 221, .""","Ruesch, Ottaviano; Platz, Thomas; Schenk, Paul M.; McFadden, Lucy Ann; Castillo-Rogez, Julie; Quick, Lynnae C.; Byrne, Shane; Preusker, Frank; O'Brien, David P.; Schmedemann, Nico; Williams, David A.; Li, Jian-Yang; Bland, Michael T.; Hiesinger, Harald; Kneissl, Thomas; Neesemann, Adrian; Schaefer, Michael; Pasckert, Jan Hendrik; Schmidt, Bridney E.; Buczkowski, Debra; Sykes, Mark V.; Nathues, Andreas; Roatsch, Thomas; Hoffmann, Martin; Raymond, Carol; Russell, Christopher T.","more diversity for volcanism: ceres' ahuna mons from dawn's framing camera data",NA,"https://aas.org/sites/default/files/2020-02/dps-epsc-abstract-book-final.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""American Astronomical Society: American Astronomical Society. Washington, DC: American Astronomical Society, 48, 2016, 7, Seite 322, .""","Denk, Tilmann; Mottola, Stefano","periods, poles, and shapes of saturn's irregular moons",NA,"https://aas.org/sites/default/files/2020-02/dps-epsc-abstract-book-final.pdf","Z","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""L'écho des falaises. Villers-sur-Mer: Association paléontologique de Villers-sur-Mer, 20, 2016, Seite 23-38, . 1253-6946.""","Keupp, Helmut","petits mais puissants: les microfossiles de l'oxfordien des falaises des vaches noires (villers-sur-mer, normandie)",NA,"https://www.fossiles-villers.com/wp-content/uploads/2023/03/ref20.pdf","Z","other",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie",NA,"no status","no status","closed","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""Biospektrum. Heidelberg: Springer Spektrum, 2016, Sonderausgabe, Seite 240, . 0947-0867""","Gerrits, R.; Pokharel, R.; Blanckenburg, F. von ; Gorbushina, Anna","olivine dissolution by a model biofilm: biological impact and analytical methodology considerations",NA,"https://opus4.kobv.de/opus4-bam/frontdoor/index/index/docId/37971","Z","other",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","closed","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""Biospektrum. Heidelberg: Springer Spektrum, 2016, Sonderausgabe, Seite 203, . 0947-0867.""","Knabe, N.; Heeger, F.; Mazzoni, C.; Gorbushina, Anna","differential gene expression and oxidative stress tolerance in the rock-inhabiting fungus knufia petricola a95",NA,"not found","Z","other",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","closed","closed","FALSE","FALSE",NA,"no CC license",NA,NA
"""Biospektrum. Heidelberg: Springer Spektrum, 2016, Sonderausgabe, Seite 232, . 0947-0867.""","Menzel, F.; Conradi, B.; Rodenacker, C.; Gorbushina, Anna; Schwibbert, K.","semi-automated statistical quantification of initial colonization of bacteria on different materials under standardized conditions",NA,"https://opus4.kobv.de/opus4-bam/frontdoor/index/index/docId/37724","Z","other",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","closed","closed","FALSE","FALSE",NA,"no CC license",NA,NA
